"ID_PRODUIT","ID_VILLE","ID_TEMPS","ID_SEXE","ID_AGE","QTE_VENDUE","BENEFICE"
3,3,42,1,22,4,60
3,3,43,1,22,5,75
3,3,5,2,22,1,15
3,3,37,1,22,4,60
3,3,38,1,22,2,30
3,3,39,1,22,16,240
3,3,33,1,22,3,45
3,3,29,1,22,9,135
3,3,30,1,22,1,15
3,3,31,1,22,3,45
3,3,8,1,22,3,45
3,3,10,1,22,4,60
3,3,4,1,22,2,30
3,3,6,1,22,3,45
3,3,2,1,22,1,15
3,4,120,2,22,3,45
3,4,119,2,22,4,60
3,4,109,2,22,13,195
3,4,128,2,22,6,90
3,4,119,1,22,6,90
3,4,120,1,22,10,150
3,4,84,2,22,3,45
3,4,116,1,22,6,90
3,4,117,1,22,8,120
3,4,118,1,22,7,105
3,4,111,1,22,5,75
3,4,113,1,22,3,45
3,4,107,1,22,1,15
3,4,108,1,22,5,75
3,4,105,2,22,2,30
3,4,102,2,22,11,165
3,4,90,1,22,1,15
3,4,55,2,22,2,30
3,4,51,2,22,1,15
3,4,104,1,22,7,105
3,4,102,1,22,6,90
3,4,25,2,22,3,45
3,4,26,2,22,5,75
3,4,27,2,22,2,30
3,4,47,1,22,3,45
3,4,17,2,22,3,45
3,4,46,1,22,2,30
3,4,63,1,22,1,15
3,4,24,1,22,5,75
3,4,20,1,22,3,45
3,4,21,1,22,2,30
3,4,41,1,22,3,45
3,4,35,1,22,3,45
3,4,6,2,22,3,45
3,4,31,1,22,1,15
3,4,34,1,22,1,15
3,4,27,1,22,2,30
3,4,28,1,22,1,15
3,4,29,1,22,2,30
3,5,131,2,22,7,105
3,5,129,2,22,4,60
3,5,118,1,22,2,30
3,5,119,1,22,7,105
3,5,121,1,22,3,45
3,5,84,2,22,3,45
3,5,82,2,22,4,60
3,5,113,1,22,6,90
3,5,107,1,22,9,135
3,5,109,1,22,5,75
3,5,103,2,22,11,165
3,5,106,2,22,1,15
3,5,100,2,22,9,135
3,5,126,1,22,7,105
3,5,128,1,22,2,30
3,5,123,1,22,2,30
3,5,124,1,22,3,45
3,5,87,1,22,2,30
3,5,85,1,22,2,30
3,5,79,1,22,3,45
3,5,74,1,22,3,45
3,5,103,1,22,4,60
3,5,104,1,22,2,30
3,5,94,1,22,2,30
3,5,90,1,22,3,45
3,5,22,2,22,2,30
3,5,42,1,22,2,30
3,5,43,1,22,1,15
3,5,33,2,22,1,15
3,5,64,1,22,3,45
3,5,27,2,22,1,15
3,5,60,1,22,1,15
3,5,61,1,22,3,45
3,5,24,1,22,1,15
3,5,18,1,22,3,45
3,5,14,1,22,5,75
3,5,16,1,22,2,30
3,5,11,1,22,1,15
3,5,12,1,22,3,45
3,5,39,1,22,1,15
3,5,40,1,22,3,45
3,5,32,1,22,2,30
3,5,27,1,22,1,15
3,5,6,1,22,5,75
3,5,9,1,22,2,30
3,1,103,1,1,6,90
3,1,104,1,1,12,180
3,1,74,2,1,3,45
3,1,105,1,1,7,105
3,1,99,1,1,1,15
3,1,101,1,1,11,165
3,1,102,1,1,11,165
3,1,109,1,1,6,90
3,1,119,1,1,13,195
3,1,121,1,1,5,75
3,1,91,2,1,1,15
3,1,122,1,1,12,180
3,1,115,1,1,3,45
3,1,116,1,1,1,15
3,1,127,1,1,6,90
3,1,98,2,1,5,75
3,1,123,1,1,6,90
3,1,125,1,1,7,105
3,1,132,1,1,5,75
3,1,102,2,1,1,15
3,1,128,2,1,6,90
3,1,130,2,1,3,45
3,1,5,2,1,1,15
3,1,12,2,1,1,15
3,1,44,1,1,4,60
3,1,15,2,1,4,60
3,1,57,1,1,1,15
3,1,27,2,1,2,30
3,1,58,1,1,5,75
3,1,53,1,1,4,60
3,1,61,1,1,1,15
3,1,31,2,1,3,45
3,1,71,1,1,2,30
3,1,73,1,1,2,30
3,1,36,2,1,2,30
3,1,82,1,1,5,75
3,1,45,2,1,4,60
3,1,46,2,1,2,30
3,1,78,1,1,1,15
3,1,84,1,1,3,45
3,1,61,2,1,2,30
3,1,1,1,1,2,30
3,1,7,1,1,1,15
3,1,8,1,1,3,45
3,6,120,2,22,1,15
3,1,3,1,1,4,60
3,6,114,2,22,4,60
3,6,116,2,22,13,195
3,6,111,2,22,2,30
3,1,17,1,1,3,45
3,1,12,1,1,2,30
3,6,107,2,22,14,210
3,6,108,2,22,11,165
3,1,23,1,1,2,30
3,1,26,1,1,3,45
3,1,22,1,1,1,15
3,1,1,2,1,2,30
3,1,27,1,1,3,45
3,6,117,1,22,7,105
3,6,118,1,22,9,135
3,6,116,1,22,6,90
3,6,110,1,22,6,90
3,6,111,1,22,4,60
3,6,106,1,22,2,30
3,6,107,1,22,6,90
3,6,108,1,22,7,105
3,6,131,1,22,4,60
3,6,121,1,22,13,195
3,6,88,1,22,2,30
3,6,77,1,22,3,45
3,6,78,1,22,5,75
3,6,42,2,22,2,30
3,6,104,1,22,5,75
3,6,97,1,22,8,120
3,6,63,2,22,1,15
3,6,89,1,22,1,15
3,6,90,1,22,1,15
3,6,55,1,22,3,45
3,6,50,1,22,3,45
3,6,46,1,22,2,30
3,6,48,1,22,4,60
3,6,41,1,22,3,45
3,6,66,1,22,3,45
3,6,27,2,22,2,30
3,6,60,1,22,1,15
3,6,21,1,22,4,60
3,6,22,1,22,6,90
3,6,24,1,22,5,75
3,6,17,1,22,3,45
3,6,10,1,22,3,45
3,6,11,1,22,2,30
3,6,39,1,22,3,45
3,6,34,1,22,1,15
3,6,35,1,22,3,45
3,6,30,1,22,3,45
3,6,32,1,22,3,45
3,6,27,1,22,7,105
3,6,5,1,22,3,45
3,2,115,1,1,7,105
3,2,124,1,1,3,45
3,2,103,2,1,9,135
3,2,132,1,1,7,105
3,2,47,1,1,3,45
3,2,11,2,1,3,45
3,2,56,1,1,2,30
3,2,69,1,1,3,45
3,2,79,1,1,2,30
3,2,75,1,1,2,30
3,2,76,1,1,2,30
3,2,63,2,1,3,45
3,2,3,1,1,2,30
3,2,11,1,1,3,45
3,2,32,1,1,1,15
3,7,118,2,22,1,15
3,7,114,2,22,7,105
3,7,116,1,22,6,90
3,7,117,1,22,8,120
3,7,118,1,22,3,45
3,7,114,1,22,3,45
3,7,110,1,22,4,60
3,7,74,2,22,3,45
3,7,75,2,22,5,75
3,7,107,1,22,2,30
3,7,100,2,22,1,15
3,7,120,1,22,7,105
3,7,84,1,22,1,15
3,7,85,1,22,2,30
3,7,50,2,22,1,15
3,7,92,1,22,1,15
3,7,51,1,22,1,15
3,7,46,1,22,1,15
3,7,28,2,22,2,30
3,7,20,1,22,2,30
3,7,39,1,22,3,45
3,7,34,1,22,1,15
3,7,30,1,22,3,45
3,7,26,1,22,1,15
3,3,130,2,1,6,90
3,3,132,2,1,1,15
3,3,102,1,1,6,90
3,3,103,1,1,5,75
3,3,73,2,1,2,30
3,3,104,1,1,2,30
3,3,98,1,1,3,45
3,3,100,1,1,6,90
3,3,109,1,1,2,30
3,3,111,1,1,5,75
3,3,112,1,1,5,75
3,3,105,1,1,9,135
3,3,106,1,1,19,285
3,3,107,1,1,7,105
3,3,108,1,1,3,45
3,3,117,1,1,7,105
3,3,118,1,1,6,90
3,3,113,1,1,3,45
3,3,115,1,1,1,15
3,3,116,1,1,2,30
3,3,125,1,1,6,90
3,3,127,1,1,5,75
3,3,128,1,1,7,105
3,3,121,1,1,7,105
3,3,123,1,1,13,195
3,3,124,1,1,12,180
3,3,105,2,1,5,75
3,3,129,1,1,14,210
3,3,130,1,1,3,45
3,3,131,1,1,12,180
3,3,132,1,1,7,105
3,3,122,2,1,10,150
3,3,124,2,1,7,105
3,3,6,2,1,1,15
3,3,37,1,1,3,45
3,3,39,1,1,1,15
3,3,42,1,1,1,15
3,3,43,1,1,3,45
3,3,44,1,1,3,45
3,3,19,2,1,1,15
3,3,50,1,1,1,15
3,3,20,2,1,1,15
3,3,21,2,1,2,30
3,3,62,1,1,2,30
3,3,58,1,1,6,90
3,3,59,1,1,3,45
3,3,70,1,1,1,15
3,3,40,2,1,2,30
3,3,65,1,1,4,60
3,3,67,1,1,3,45
3,3,47,2,1,3,45
3,3,73,1,1,4,60
3,3,44,2,1,1,15
3,3,76,1,1,8,120
3,3,87,1,1,1,15
3,3,82,1,1,1,15
3,3,84,1,1,2,30
3,3,63,2,1,2,30
3,3,94,1,1,1,15
3,3,92,1,1,1,15
3,3,7,1,1,6,90
3,3,8,1,1,5,75
3,3,1,1,1,4,60
3,3,2,1,1,1,15
3,3,4,1,1,3,45
3,3,14,1,1,3,45
3,3,15,1,1,2,30
3,3,9,1,1,1,15
3,3,10,1,1,1,15
3,3,12,1,1,7,105
3,3,21,1,1,2,30
3,3,17,1,1,3,45
3,3,29,1,1,1,15
3,3,30,1,1,3,45
3,3,32,1,1,1,15
3,3,25,1,1,2,30
3,8,4,1,22,2,30
3,8,115,2,22,5,75
3,8,131,2,22,4,60
3,8,112,1,22,1,15
3,8,79,2,22,2,30
3,8,105,1,22,11,165
3,8,106,1,22,2,30
3,8,100,2,22,6,90
3,8,127,1,22,5,75
3,8,100,1,22,7,105
3,8,97,1,22,1,15
3,8,87,1,22,1,15
3,8,88,1,22,3,45
3,8,39,1,22,3,45
3,8,59,1,22,4,60
3,8,26,2,22,3,45
3,8,8,1,22,1,15
3,8,9,1,22,1,15
3,8,32,1,22,3,45
3,8,34,1,22,1,15
3,8,27,1,22,1,15
3,8,29,1,22,2,30
3,8,23,1,22,2,30
3,4,100,1,1,4,60
3,4,101,1,1,7,105
3,4,103,1,1,4,60
3,4,108,1,1,3,45
3,4,79,2,1,2,30
3,4,110,1,1,2,30
3,4,104,1,1,6,90
3,4,74,2,1,1,15
3,4,107,1,1,1,15
3,4,118,1,1,6,90
3,4,113,1,1,5,75
3,4,84,2,1,1,15
3,4,124,1,1,5,75
3,4,121,1,1,6,90
3,4,122,1,1,4,60
3,4,132,1,1,16,240
3,4,128,1,1,6,90
3,4,131,1,1,9,135
3,4,124,2,1,5,75
3,4,37,1,1,3,45
3,4,40,1,1,1,15
3,4,10,2,1,6,90
3,4,62,1,1,1,15
3,4,26,2,1,1,15
3,4,57,1,1,1,15
3,4,69,1,1,2,30
3,4,35,2,1,3,45
3,4,45,2,1,9,135
3,4,41,2,1,3,45
3,4,72,1,1,2,30
3,4,43,2,1,1,15
3,1,125,1,4,6,90
3,1,122,1,4,2,30
3,1,123,1,4,6,90
3,1,120,1,4,5,75
3,1,118,1,4,11,165
3,1,119,1,4,6,90
3,1,117,1,4,8,120
3,1,114,1,4,15,225
3,1,115,1,4,6,90
3,1,112,1,4,3,45
3,1,113,1,4,5,75
3,2,129,1,4,7,105
3,2,127,1,4,7,105
3,2,128,1,4,4,60
3,2,109,1,4,11,165
3,2,110,1,4,6,90
3,2,104,1,4,3,45
3,2,67,1,4,3,45
3,2,94,1,4,4,60
3,2,91,1,4,1,15
3,2,39,1,4,3,45
3,2,32,1,4,3,45
3,2,56,1,4,5,75
3,2,50,1,4,1,15
3,2,6,1,4,2,30
3,6,22,1,25,2,30
3,6,23,1,25,4,60
3,6,4,2,25,2,30
3,6,32,1,25,3,45
3,6,12,1,25,5,75
3,6,13,1,25,2,30
3,6,9,1,25,3,45
3,6,6,1,25,3,45
3,6,20,1,25,3,45
3,6,21,1,25,6,90
3,6,16,1,25,2,30
3,6,14,1,25,3,45
3,6,60,1,25,5,75
3,6,58,1,25,6,90
3,6,67,1,25,3,45
3,6,14,2,25,1,15
3,6,45,1,25,1,15
3,6,38,1,25,7,105
3,6,21,2,25,3,45
3,6,51,1,25,2,30
3,6,18,2,25,2,30
3,6,62,2,25,2,30
3,6,93,1,25,5,75
3,6,57,2,25,4,60
3,6,89,1,25,3,45
3,6,87,1,25,4,60
3,6,98,1,25,2,30
3,6,96,1,25,1,15
3,6,75,1,25,1,15
3,6,73,1,25,1,15
3,6,51,2,25,2,30
3,6,125,1,25,4,60
3,6,122,1,25,4,60
3,6,121,1,25,5,75
3,6,118,1,25,6,90
3,6,132,1,25,6,90
3,6,102,2,25,10,150
3,6,130,1,25,3,45
3,6,131,1,25,11,165
3,6,108,1,25,11,165
3,6,109,1,25,7,105
3,6,106,1,25,9,135
3,6,107,1,25,5,75
3,6,102,1,25,6,90
3,6,115,1,25,4,60
3,6,112,1,25,7,105
3,6,113,1,25,2,30
3,6,110,1,25,6,90
3,6,119,2,25,10,150
3,6,120,2,25,9,135
3,6,131,2,25,5,75
3,6,129,2,25,1,15
3,6,115,2,25,5,75
3,6,114,2,25,3,45
3,6,112,2,25,7,105
3,8,24,1,25,5,75
3,8,28,1,25,1,15
3,8,11,1,25,4,60
3,8,13,1,25,3,45
3,8,56,1,25,1,15
3,8,43,1,25,1,15
3,8,6,2,25,5,75
3,8,19,2,25,2,30
3,8,91,1,25,1,15
3,8,75,1,25,1,15
3,8,71,1,25,3,45
3,8,120,1,25,1,15
3,8,118,1,25,3,45
3,8,107,1,25,7,105
3,8,105,1,25,1,15
3,8,100,1,25,7,105
3,8,83,2,25,2,30
3,3,127,2,4,1,15
3,3,104,2,4,10,150
3,3,130,1,4,3,45
3,3,128,1,4,4,60
3,3,98,2,4,3,45
3,3,129,1,4,4,60
3,3,126,1,4,28,420
3,3,96,2,4,1,15
3,3,127,1,4,1,15
3,3,125,2,4,2,30
3,3,124,2,4,6,90
3,3,121,2,4,20,300
3,3,122,2,4,7,105
3,3,115,2,4,7,105
3,3,111,2,4,5,75
3,3,112,2,4,2,30
3,3,108,1,4,7,105
3,3,109,1,4,1,15
3,3,106,1,4,17,255
3,3,107,1,4,4,60
3,3,104,1,4,3,45
3,3,105,1,4,5,75
3,3,102,1,4,4,60
3,3,103,1,4,2,30
3,3,100,1,4,5,75
3,3,101,1,4,7,105
3,3,97,1,4,3,45
3,3,124,1,4,5,75
3,3,94,2,4,3,45
3,3,125,1,4,3,45
3,3,91,2,4,2,30
3,3,122,1,4,2,30
3,3,89,2,4,1,15
3,3,120,1,4,5,75
3,3,121,1,4,7,105
3,3,87,2,4,2,30
3,3,119,1,4,18,270
3,3,116,1,4,14,210
3,3,86,2,4,3,45
3,3,117,1,4,16,240
3,3,114,1,4,10,150
3,3,115,1,4,12,180
3,3,82,2,4,1,15
3,3,110,1,4,12,180
3,3,72,1,4,2,30
3,3,40,2,4,3,45
3,3,68,1,4,3,45
3,3,38,2,4,2,30
3,3,93,1,4,5,75
3,3,59,2,4,2,30
3,3,90,1,4,3,45
3,3,91,1,4,1,15
3,3,88,1,4,1,15
3,3,86,1,4,2,30
3,3,87,1,4,1,15
3,3,45,1,4,3,45
3,3,42,1,4,5,75
3,3,43,1,4,4,60
3,3,37,1,4,8,120
3,3,34,1,4,3,45
3,3,35,1,4,6,90
3,3,1,2,4,3,45
3,3,32,1,4,5,75
3,3,61,1,4,3,45
3,3,58,1,4,1,15
3,3,28,2,4,3,45
3,3,56,1,4,2,30
3,3,55,1,4,3,45
3,3,52,1,4,3,45
3,3,22,2,4,3,45
3,3,49,1,4,2,30
3,3,46,1,4,1,15
3,3,47,1,4,6,90
3,3,12,1,4,7,105
3,3,10,1,4,4,60
3,3,6,1,4,10,150
3,3,7,1,4,1,15
3,3,5,1,4,4,60
3,3,3,1,4,1,15
3,3,26,1,4,1,15
3,3,27,1,4,2,30
3,3,20,1,4,1,15
3,3,18,1,4,2,30
3,7,88,1,25,1,15
3,7,100,1,25,4,60
3,7,71,1,25,2,30
3,7,70,1,25,2,30
3,7,121,1,25,4,60
3,7,130,1,25,6,90
3,7,125,1,25,6,90
3,7,106,1,25,1,15
3,7,101,1,25,2,30
3,7,112,1,25,6,90
3,7,107,2,25,6,90
3,9,1,1,25,3,45
3,9,23,1,25,2,30
3,9,24,1,25,7,105
3,9,19,1,25,1,15
3,9,9,1,25,3,45
3,9,10,1,25,2,30
3,9,7,1,25,1,15
3,9,17,1,25,2,30
3,9,16,1,25,2,30
3,9,54,1,25,1,15
3,9,21,2,25,3,45
3,9,65,1,25,2,30
3,9,64,1,25,3,45
3,9,62,1,25,9,135
3,9,59,1,25,5,75
3,9,9,2,25,2,30
3,9,38,1,25,3,45
3,9,46,1,25,2,30
3,9,89,1,25,2,30
3,9,86,1,25,1,15
3,9,83,1,25,2,30
3,9,95,1,25,2,30
3,9,91,1,25,3,45
3,9,92,1,25,2,30
3,9,69,1,25,2,30
3,9,70,1,25,2,30
3,9,46,2,25,3,45
3,9,45,2,25,3,45
3,9,119,1,25,1,15
3,9,127,1,25,6,90
3,9,125,1,25,7,105
3,9,126,1,25,2,30
3,9,99,1,25,3,45
3,9,113,1,25,5,75
3,9,114,1,25,2,30
3,9,112,1,25,7,105
3,9,109,1,25,6,90
3,9,107,1,25,7,105
3,9,77,2,25,1,15
3,9,121,2,25,2,30
3,9,119,2,25,4,60
3,9,129,2,25,16,240
3,9,104,2,25,5,75
3,9,132,1,25,6,90
3,4,108,2,4,3,45
3,4,131,1,4,4,60
3,4,132,1,4,8,120
3,4,129,1,4,7,105
3,4,99,2,4,5,75
3,4,127,1,4,1,15
3,4,116,2,4,6,90
3,4,114,2,4,5,75
3,4,115,2,4,3,45
3,4,111,2,4,2,30
3,4,105,1,4,15,225
3,4,106,1,4,4,60
3,4,103,1,4,4,60
3,4,101,1,4,5,75
3,4,102,1,4,6,90
3,4,100,1,4,12,180
3,4,67,2,4,3,45
3,4,119,1,4,6,90
3,4,117,1,4,1,15
3,4,115,1,4,3,45
3,4,116,1,4,4,60
3,4,114,1,4,11,165
3,4,109,1,4,1,15
3,4,73,1,4,1,15
3,4,67,1,4,1,15
3,4,66,1,4,1,15
3,4,64,1,4,3,45
3,4,88,1,4,1,15
3,4,78,1,4,2,30
3,4,40,1,4,2,30
3,4,37,1,4,2,30
3,4,38,1,4,1,15
3,4,59,1,4,3,45
3,4,58,1,4,3,45
3,4,51,1,4,2,30
3,4,12,1,4,2,30
3,4,8,1,4,3,45
3,4,6,1,4,3,45
3,4,3,1,4,5,75
3,4,4,1,4,1,15
3,4,1,1,4,2,30
3,4,25,1,4,2,30
3,8,105,2,25,1,15
3,4,23,1,4,3,45
3,4,21,1,4,1,15
3,4,13,1,4,1,15
3,5,127,2,4,6,90
3,5,130,1,4,13,195
3,5,126,1,4,3,45
3,5,96,2,4,1,15
3,5,94,2,4,3,45
3,5,125,1,4,3,45
3,5,115,2,4,1,15
3,5,104,1,4,6,90
3,5,103,1,4,1,15
3,5,101,1,4,18,270
3,5,99,1,4,15,225
3,5,97,1,4,3,45
3,5,123,1,4,6,90
3,5,120,1,4,3,45
3,5,121,1,4,1,15
3,5,118,1,4,3,45
3,5,83,2,4,1,15
3,5,114,1,4,5,75
3,5,115,1,4,6,90
3,5,112,1,4,19,285
3,5,113,1,4,4,60
3,5,110,1,4,6,90
3,5,111,1,4,7,105
3,5,109,1,4,6,90
3,5,75,1,4,1,15
3,5,86,1,4,3,45
3,5,41,1,4,1,15
3,5,37,1,4,2,30
3,5,55,1,4,3,45
3,5,52,1,4,4,60
3,5,49,1,4,1,15
3,5,46,1,4,2,30
3,5,47,1,4,6,90
3,5,9,1,4,1,15
3,5,1,1,4,2,30
3,5,26,1,4,3,45
3,5,23,1,4,4,60
3,5,18,1,4,2,30
3,5,19,1,4,5,75
3,6,132,2,4,5,75
3,6,128,2,4,7,105
3,6,129,2,4,5,75
3,6,127,2,4,22,330
3,6,124,2,4,3,45
3,6,105,2,4,7,105
3,6,102,2,4,1,15
3,6,131,1,4,7,105
3,6,128,1,4,3,45
3,6,126,1,4,7,105
3,6,124,1,4,1,15
3,6,122,2,4,7,105
3,6,120,2,4,7,105
3,6,118,2,4,8,120
3,6,119,2,4,5,75
3,6,110,2,4,2,30
3,6,111,2,4,11,165
3,6,103,1,4,17,255
3,6,104,1,4,1,15
3,6,97,1,4,1,15
3,6,62,2,4,2,30
3,6,92,1,4,3,45
3,6,121,1,4,8,120
3,6,119,1,4,10,150
3,6,120,1,4,3,45
3,6,117,1,4,4,60
3,6,87,2,4,3,45
3,6,116,1,4,5,75
3,6,113,1,4,3,45
3,6,111,1,4,13,195
3,6,107,1,4,6,90
3,6,77,2,4,3,45
3,6,108,1,4,3,45
3,6,42,2,4,3,45
3,6,68,1,4,3,45
3,6,65,1,4,1,15
3,6,61,1,4,7,105
3,6,58,2,4,3,45
3,6,90,1,4,2,30
3,6,87,1,4,1,15
3,6,88,1,4,2,30
3,6,54,2,4,2,30
3,6,86,1,4,4,60
3,6,53,2,4,1,15
3,6,81,1,4,2,30
3,6,80,1,4,3,45
3,6,75,1,4,2,30
3,6,40,1,4,4,60
3,6,38,1,4,3,45
3,6,4,2,4,3,45
3,6,31,1,4,3,45
3,6,30,1,4,3,45
3,6,58,1,4,2,30
3,6,55,1,4,4,60
3,6,56,1,4,3,45
3,6,22,2,4,1,15
3,6,19,2,4,2,30
3,6,47,1,4,3,45
3,6,14,2,4,3,45
3,6,45,1,4,6,90
3,6,46,1,4,2,30
3,6,9,1,4,1,15
3,6,10,1,4,3,45
3,6,7,1,4,3,45
3,6,2,1,4,1,15
3,6,25,1,4,1,15
3,6,21,1,4,2,30
3,6,20,1,4,2,30
3,6,15,1,4,3,45
3,6,12,1,4,5,75
3,7,123,2,4,5,75
3,7,106,2,4,2,30
3,7,132,1,4,4,60
3,7,131,1,4,7,105
3,7,125,1,4,5,75
3,7,122,1,4,6,90
3,7,113,2,4,2,30
3,7,119,1,4,10,150
3,7,117,1,4,3,45
3,7,112,1,4,3,45
3,7,106,1,4,7,105
3,7,29,2,4,3,45
3,7,60,1,4,6,90
3,7,55,2,4,3,45
3,7,75,1,4,2,30
3,7,21,2,4,4,60
3,7,22,2,4,2,30
3,7,53,1,4,3,45
3,7,50,1,4,1,15
3,7,49,1,4,3,45
3,7,8,1,4,1,15
3,7,1,1,4,2,30
3,7,12,1,4,3,45
3,8,130,2,4,4,60
3,8,122,2,4,2,30
3,8,122,1,4,6,90
3,8,118,2,4,3,45
3,8,112,2,4,1,15
3,8,111,2,4,4,60
3,8,95,1,4,2,30
3,8,115,1,4,2,30
3,8,108,1,4,16,240
3,8,26,2,4,4,60
3,8,57,1,4,3,45
3,8,53,2,4,3,45
3,8,80,1,4,3,45
3,8,75,1,4,2,30
3,8,38,1,4,1,15
3,8,49,1,4,3,45
3,9,70,1,4,3,45
3,9,66,1,4,2,30
3,9,64,1,4,2,30
3,9,62,1,4,3,45
3,9,32,2,4,3,45
3,9,48,2,4,2,30
3,9,76,1,4,6,90
3,9,4,2,4,2,30
3,9,32,1,4,1,15
3,9,29,1,4,4,60
3,9,27,1,4,3,45
3,9,48,1,4,2,30
3,9,44,1,4,1,15
3,9,45,1,4,3,45
3,9,42,1,4,7,105
3,9,40,1,4,2,30
3,9,4,1,4,3,45
3,9,2,1,4,3,45
3,9,18,1,4,4,60
3,9,12,1,4,2,30
3,9,131,1,4,3,45
3,9,97,2,4,2,30
3,9,129,1,4,7,105
3,9,94,2,4,2,30
3,9,123,1,4,5,75
3,9,89,2,4,1,15
3,9,120,1,4,2,30
3,9,90,2,4,2,30
3,9,121,1,4,7,105
3,9,114,2,4,2,30
3,9,112,2,4,1,15
3,9,103,1,4,5,75
3,9,101,1,4,3,45
3,9,99,1,4,4,60
3,9,94,1,4,3,45
3,9,119,1,4,4,60
3,9,116,1,4,6,90
3,9,86,2,4,1,15
3,9,114,1,4,11,165
3,9,110,1,4,17,255
3,9,108,1,4,5,75
3,9,109,1,4,3,45
3,9,106,1,4,3,45
3,1,19,1,29,3,45
3,1,16,1,29,3,45
3,1,35,1,29,4,60
3,1,36,1,29,3,45
3,1,33,1,29,1,15
3,1,27,1,29,1,15
3,1,28,1,29,1,15
3,1,25,1,29,2,30
3,1,24,1,29,3,45
3,1,23,2,29,3,45
3,1,44,1,29,2,30
3,1,69,1,29,1,15
3,1,39,2,29,1,15
3,1,61,1,29,1,15
3,1,62,1,29,2,30
3,1,60,1,29,3,45
3,1,26,2,29,1,15
3,1,25,2,29,3,45
3,1,5,1,29,4,60
3,1,132,2,29,7,105
3,1,131,2,29,6,90
3,1,126,2,29,7,105
3,1,127,2,29,6,90
3,1,123,2,29,2,30
3,1,86,1,29,4,60
3,1,79,1,29,1,15
3,1,80,1,29,3,45
3,1,76,1,29,4,60
3,1,43,2,29,2,30
3,1,72,1,29,1,15
3,1,101,1,29,17,255
3,1,98,1,29,2,30
3,1,95,1,29,5,75
3,1,94,1,29,2,30
3,1,89,1,29,3,45
3,1,90,1,29,9,135
3,1,87,1,29,3,45
3,1,88,1,29,4,60
3,1,84,2,29,2,30
3,1,81,2,29,1,15
3,1,112,1,29,5,75
3,1,78,2,29,3,45
3,1,109,1,29,1,15
3,1,105,1,29,11,165
3,1,106,1,29,4,60
3,1,103,1,29,7,105
3,1,131,1,29,19,285
3,1,129,1,29,8,120
3,1,130,1,29,4,60
3,1,96,2,29,1,15
3,1,128,1,29,13,195
3,1,126,1,29,1,15
3,1,122,1,29,3,45
3,1,88,2,29,5,75
3,1,120,1,29,7,105
3,2,84,1,29,2,30
3,2,42,2,29,1,15
3,2,93,1,29,3,45
3,2,117,1,29,1,15
3,2,107,1,29,6,90
3,2,131,1,29,10,150
3,2,127,1,29,8,120
3,2,124,1,29,7,105
3,2,120,1,29,2,30
3,2,36,1,29,1,15
3,2,23,1,29,1,15
3,2,48,1,29,1,15
3,2,69,1,29,1,15
3,2,62,1,29,12,180
3,2,59,1,29,3,45
3,2,129,2,29,2,30
3,2,128,2,29,15,225
3,3,116,2,29,6,90
3,5,120,1,34,6,90
3,5,99,1,34,2,30
3,5,107,1,34,3,45
3,5,72,2,34,2,30
3,5,103,1,34,4,60
3,5,111,2,34,1,15
3,5,114,2,34,8,120
3,5,123,2,34,1,15
3,5,131,1,34,7,105
3,5,130,1,34,12,180
3,5,101,2,34,5,75
3,5,127,1,34,5,75
3,5,129,1,34,15,225
3,5,128,1,34,6,90
3,5,108,2,34,1,15
3,7,87,1,34,2,30
3,7,81,2,34,1,15
3,7,115,1,34,5,75
3,7,114,1,34,4,60
3,7,118,1,34,3,45
3,7,104,1,34,5,75
3,7,106,1,34,4,60
3,7,131,1,34,6,90
3,7,99,2,34,2,30
3,7,125,1,34,4,60
3,2,5,1,13,4,60
3,2,9,1,13,3,45
3,2,130,1,13,6,90
3,2,120,1,13,8,120
3,2,103,2,13,5,75
3,2,98,1,13,2,30
3,2,100,1,13,7,105
3,2,63,2,13,3,45
3,2,115,1,13,5,75
3,2,117,1,13,3,45
3,2,116,1,13,4,60
3,2,111,1,13,6,90
3,2,112,1,13,15,225
3,2,107,1,13,11,165
3,2,106,1,13,4,60
3,2,67,1,13,8,120
3,2,64,1,13,1,15
3,2,59,1,13,3,45
3,2,52,1,13,1,15
3,2,9,2,13,3,45
3,2,131,2,13,5,75
3,2,127,2,13,3,45
3,2,125,2,13,4,60
3,2,121,2,13,4,60
3,6,123,2,34,4,60
3,6,120,2,34,5,75
3,6,129,1,34,13,195
3,6,101,2,34,2,30
3,6,131,1,34,14,210
3,6,109,2,34,7,105
3,6,129,2,34,2,30
3,8,111,2,34,4,60
3,8,128,1,34,4,60
3,8,125,1,34,1,15
3,8,131,1,34,5,75
3,8,102,2,34,5,75
3,3,65,1,13,5,75
3,3,68,1,13,5,75
3,3,62,1,13,4,60
3,3,26,2,13,1,15
3,3,60,1,13,3,45
3,3,59,1,13,6,90
3,3,55,1,13,2,30
3,3,50,2,13,3,45
3,3,81,1,13,2,30
3,3,84,1,13,6,90
3,3,83,1,13,5,75
3,3,79,1,13,5,75
3,3,74,1,13,2,30
3,3,34,1,13,3,45
3,3,5,2,13,6,90
3,3,4,2,13,2,30
3,3,30,1,13,1,15
3,3,26,1,13,2,30
3,3,27,1,13,2,30
3,3,23,1,13,8,120
3,3,50,1,13,2,30
3,3,52,1,13,4,60
3,3,46,1,13,6,90
